id,artist,name,album,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres,listener
0Uwq5TKfVfanVZzoVCz620,KETTAMA,B O D Y,Bucklyn Bridge EP,2018,43,0,0.875,0.945,6,-7.564,0,0.0669,0.00448,0.809,0.0802,0.761,128.982,305271,4,irish electronic,1
19lsuvcZTu2byAFvz88wpM,Mighty Mouse,The Spirit,The Spirit,2018,27,0,0.647,0.929,11,-5.213,0,0.098,0.00224,0.386,0.149,0.177,126.018,194287,4,,1
2C0KFbb4v9CNWR5c9jWcKC,Gorillaz,Andromeda (feat. DRAM),Humanz (Deluxe),2017,62,0,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,197547,4,alternative hip hop;modern rock;rock,1
2c4YggJQomYXSq4qLXrn4M,MIKA,Lollipop,Life In Cartoon Motion,2007,47,0,0.7,0.623,1,-5.351,1,0.0789,0.0375,1.03e-05,0.133,0.865,95.992,183533,4,electropop,1
75rGONmoi48LLYBFaGiYsv,Jayda G,Both Of Us - Edit,Both Of Us,2020,63,0,0.735,0.71,11,-10.222,1,0.0766,0.00851,0.762,0.0684,0.507,123.962,229425,4,canadian electronic,1
2tudvzsrR56uom6smgOcSf,Future,Like That,WE DON'T TRUST YOU,2024,87,1,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,267707,4,atl hip hop;hip hop;rap;southern hip hop;trap,1
06KyNuuMOX1ROXRhj787tj,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,2016,78,0,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,pop;viral pop,1
3p8iG863bPsafyReUXaqXO,Powfu,Breakfast With the Moon,Breakfast With the Moon,2018,47,0,0.697,0.354,5,-15.064,1,0.206,0.892,2.48e-06,0.0539,0.575,78.007,163109,4,sad lo-fi;sad rap,1
0ciMj8GiQ2eKEAvH3FoMKZ,CH4YN,How I Fell In Love,How I Fell In Love,2023,39,0,0.613,0.547,8,-13.224,1,0.157,0.087,0.569,0.126,0.455,145.116,112552,4,hypertechno,1
4GL9GMX9t7Qkprvf1YighZ,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),UTOPIA,2023,70,1,0.682,0.764,1,-6.314,1,0.0327,0.000779,0.0089,0.373,0.248,125.018,258843,4,rap;slap house,1
5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Night Visions,2012,85,0,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,177507,4,modern rock;pop;rock,1
1kmhdq0RfZFdfSLaTsiTVi,MIKA,"Relax, Take It Easy",Life In Cartoon Motion,2007,55,0,0.698,0.693,6,-8.218,0,0.0329,0.0567,0.0161,0.129,0.608,121.859,270000,4,electropop,1
1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,Evolve,2017,86,0,0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,187147,4,modern rock;pop;rock,1
20W8nSNWnvPyYxhERpW2XS,Gotu Jim,Emma,Niet Geslapen Wel Gedoucht,2023,28,0,0.67,0.945,0,-6.368,1,0.0533,0.00548,0.0347,0.0935,0.494,149.984,169585,4,dutch hip hop;lustrum,1
2hYHeXotP6BcWl2BUnLQfi,Oliver Dollar,Pushing On - Radio Edit,Pushing On (Radio Edit),2014,50,0,0.737,0.8,6,-4.46,0,0.0404,0.00275,0.00369,0.0991,0.734,121.985,163387,4,fidget house,1
3qqEFTIFcZuWJYBtshrxca,Mella Dee,Techno Disco Tool - Radio Edit,Techno Disco Tool (Radio Edit),2017,52,0,0.766,0.947,3,-6.097,0,0.0361,0.00504,0.0513,0.282,0.71,129.973,194308,4,bass house,1
58ZqPqb7Xx4H93XANHafIH,MIKA,Stuck In The Middle,Life In Cartoon Motion,2007,37,0,0.747,0.565,5,-7.095,1,0.0258,0.369,5.48e-06,0.109,0.961,93.832,248800,4,electropop,1
68KweGBSQfD2jrUvKMuASE,Alpha Tracks,To Nights - KI/KI Remix,slash 001,2022,37,0,0.714,0.886,5,-9.019,1,0.0484,0.038,0.878,0.116,0.341,148.006,363243,4,austrian techno,1
6B4XLVEw7yUPLmghRwuisa,mischluft,imma,imma,2022,47,0,0.754,0.58,11,-10.869,1,0.0774,0.0227,0.204,0.112,0.353,150.023,245200,4,,1
2uuvHEK3B5fvP3uh1hr5Ls,t e s t p r e s s,U,U,2023,47,0,0.645,0.946,2,-7.061,1,0.0503,0.176,0.776,0.145,0.285,139.933,182160,4,,1
0N1sqwppd1BwhNdjcIDEG2,Suzan & Freek,Blauwe Dag,Gedeeld Door Ons,2019,53,0,0.704,0.571,11,-7.319,1,0.0463,0.245,0.0,0.299,0.494,98.007,182695,4,dutch pop,1
4ZJOATYd35dFCb8b9PasEM,Robbie Rivera,My Body Moves - Soul Speech Remix,My Body Moves (Remix),2020,47,0,0.587,0.962,0,-3.364,0,0.0345,0.00196,0.513,0.645,0.28,122.983,158049,4,circuit;house;tribal house,1
2hXBS8q9rGMovfG1S8FB4F,Antônio Carlos Jobim,Wave,Wave,1967,61,0,0.551,0.314,7,-20.679,1,0.0337,0.83,0.831,0.0861,0.873,144.926,176907,4,bossa nova;brazilian classical;brazilian jazz;latin classical;mpb;violao,1
4iqtDvbICWuBERMTz9cz41,Marlon Hoffstadt,Call Me,Call Me,2023,59,0,0.608,0.995,2,-6.785,1,0.0406,0.00422,0.779,0.0823,0.96,144.951,139000,4,deep euro house,1
6NT2Yovx1t0mMvbwBzRsYc,Marlon Hoffstadt,Day 'N' Night,Day 'N' Night,2023,53,0,0.691,0.734,7,-7.037,1,0.0537,0.00104,0.0836,0.0901,0.733,146.966,200040,4,deep euro house,1
5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,Rumours (Super Deluxe),1977,81,0,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4,album rock;classic rock;rock;soft rock;yacht rock,1
7N1Vjtzr1lmmCW9iasQ8YO,Mobb Deep,Survival of the Fittest,The Infamous,1995,69,1,0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,224533,4,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,1
0eOcjJgpO8XdJbPMYJgKqq,A-Trak,Coming Home,Coming Home,2020,55,0,0.786,0.803,5,-5.21,1,0.164,0.128,0.0167,0.266,0.598,123.002,190277,4,canadian electronic;edm;electro house;electronic trap;fidget house;house;turntablism,1
2SCP5oOX5OSp5RT83h2rs0,The Shapeshifters,Lola's Theme - Radio Edit,Lola's Theme,2004,65,0,0.753,0.835,5,-4.631,0,0.0533,0.000842,8.74e-05,0.13,0.669,123.943,207067,4,disco house;diva house;vocal house,1
4WbSbQyu0PXzlKZ9mVDRX8,Phil Fuldner,That Girl,That Girl,2022,56,0,0.732,0.969,5,-3.812,0,0.0576,0.000764,0.074,0.177,0.675,122.05,148583,4,disco house,1
56RdOnW3PjY4gcPSPcIc4R,MIKA,Any Other World,Life In Cartoon Motion,2007,39,0,0.533,0.243,3,-11.736,1,0.0327,0.877,5.96e-05,0.12,0.262,132.048,259160,4,electropop,1
5UM6P3y6794GYNOzZvj2zh,Butch,I Want You,I Want You,2023,65,0,0.732,0.88,1,-5.836,0,0.101,0.00407,0.00929,0.0635,0.863,125.019,187286,4,acid techno;frankfurt electronic;german techno;minimal tech house;minimal techno,1
67zr6xdiSAhsuyvL2Dczc1,Inner City,Good Life (Remastered),Good Life (Remastered),2017,46,0,0.65,0.921,4,-3.711,0,0.0563,0.000943,0.619,0.0588,0.77,120.941,196364,4,detroit house;diva house,1
7blWEpws63flJYjkyNhGya,WEISS,I Need Some,I Need Some,2022,35,0,0.722,0.966,9,-4.422,1,0.0842,0.0336,0.59,0.238,0.194,125.015,142200,4,house;tech house;uk dance;uk house,1
34xGLuxM0rkxhCVyMSqwJO,Milky Chance,Stolen Dance,Sadnecessary,2013,80,0,0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,313684,4,german pop;modern rock,1
02xbHcxLcT7t9K3hNGiFul,Zsak,Feel The Love - Radio Edit,Feel The Love,2019,41,0,0.739,0.964,2,-3.542,1,0.177,0.0978,0.0936,0.268,0.912,123.007,171707,4,funky house;funky tech house,1
3Wx98ijEDnsxyMYePCuFNI,Pusha T,Dreamin Of The Past (feat. Kanye West),It's Almost Dry,2022,59,1,0.594,0.913,6,-2.372,0,0.255,0.655,0.0,0.423,0.897,80.302,173633,4,gangster rap;hip hop;pop rap;rap;southern hip hop;trap;virginia hip hop,1
5B2Fil0dJNfob1W8gpL5E4,ESSEL,Love Vibration,Love Vibration,2021,58,0,0.773,0.903,11,-5.279,1,0.0417,0.00171,0.617,0.0476,0.762,123.926,180488,4,tech house,1
6TaqooOXAEcijL6G1AWS2K,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),2015,68,1,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747,4,electropop;uk dance,1
6vOReYWXVpmVRKKM0xeGdR,MIKA,Love Today,Life In Cartoon Motion,2007,45,0,0.669,0.91,6,-4.989,0,0.0639,0.0284,0.00447,0.109,0.564,124.467,235173,4,electropop,1
2c9iVAV8Vte2POKrVZFC02,Powfu,I Could Never Be Loved,I Could Never Be Loved,2018,49,0,0.911,0.255,8,-15.257,1,0.153,0.499,0.000246,0.0937,0.244,137.994,213943,4,sad lo-fi;sad rap,1
3zBhihYUHBmGd2bcQIobrF,Otis Redding,(Sittin' On) the Dock of the Bay,The Dock of the Bay (Mono),1968,81,0,0.768,0.367,2,-11.226,1,0.0315,0.683,1.79e-05,0.081,0.532,103.621,163756,4,classic soul;memphis soul;soul;soul blues;southern soul;vocal jazz,1
05QGJav2nGJ9qdQ3vG9A9t,Duck Sauce,Ask Me,Ask Me / Mesmerize,2021,57,0,0.803,0.935,4,-4.915,0,0.032,0.0145,0.191,0.296,0.738,124.008,193795,4,disco house,1
2XFK1uEeqJ7XI1fNhdPFCz,MIKA,Billy Brown,Life In Cartoon Motion,2007,38,0,0.671,0.432,7,-7.923,1,0.0418,0.528,1.98e-05,0.281,0.679,121.941,194533,4,electropop,1
4k0vs6zgt0NYq6tmDum4nP,Theo Kottis,Seventies,Seventies,2020,44,0,0.703,0.922,6,-6.633,0,0.0556,0.00172,0.652,0.103,0.81,126.979,196036,4,uk house,1
5uFT92zKnodcdWbL0zTVS1,MIKA,My Interpretation,Life In Cartoon Motion,2007,38,0,0.303,0.742,7,-6.294,1,0.0392,0.0151,1.51e-05,0.271,0.386,96.572,215093,4,electropop,1
22quZFeltYbo325rn3ktTe,Young Marco,What You Say?,What You Say?,2023,52,0,0.687,0.746,6,-9.043,0,0.0484,0.033,0.00113,0.107,0.163,136.03,203688,4,dutch experimental electronic;float house,1
4M7D8L0mvWYFuqOuy0NN57,Gotu Jim,Tweede Klas Shit,Tweede Klas,2018,28,1,0.459,0.682,3,-6.718,1,0.0729,0.447,0.00109,0.208,0.355,175.855,89999,4,dutch hip hop;lustrum,1
1RKUoGiLEbcXN4GY4spQDx,Gorillaz,Clint Eastwood,Gorillaz,2001,76,1,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920,4,alternative hip hop;modern rock;rock,1
6cVgPQEvXfXaWoUjZW45PK,Return Of The Jaded,I'm in Love with You,I'm in Love with You,2021,46,0,0.698,0.83,1,-6.186,1,0.0346,0.034,0.464,0.286,0.335,124.993,200632,4,canadian electronic;tech house,1
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,Torches,2011,86,0,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,indietronica;modern alternative rock;modern rock;rock,1
7elX5HalbHX0ce1dql4ckd,Cavi,F The Disco,Our Beats,2020,52,0,0.734,0.776,5,-7.717,0,0.0992,0.00894,0.738,0.0916,0.793,124.018,284507,4,,1
0d28khcov6AiegSCpG5TuT,Gorillaz,Feel Good Inc.,Demon Days,2005,84,0,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,alternative hip hop;modern rock;rock,1
2ujHInqP3YZ1EZF2THczet,Sik World,No One Knows,When Stars Align,2019,44,1,0.789,0.656,9,-8.559,0,0.108,0.28,0.0,0.179,0.0593,141.996,235022,4,rap,1
43W8zo8ohchliMXL2br1v9,Call Me Karizma,F U Till I F U,F U Till I F U,2016,45,1,0.581,0.605,10,-5.727,0,0.0455,0.282,3.63e-05,0.113,0.172,80.015,234162,4,minnesota hip hop,1
2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,i like the way you kiss me,2024,89,0,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,142515,4,,2
6pmUIxAL2UU9mQTd0sCVwf,The Vices,In and Out,Looking For Faces,2021,29,0,0.506,0.703,11,-6.352,0,0.0304,0.00313,0.000645,0.254,0.89,75.84,212643,4,dutch indie;dutch indie rock,2
730AR8R0KvjxVeHmrYy4OR,Nothing But Thieves,Honey Whiskey,Nothing But Thieves (Deluxe),2015,50,0,0.561,0.764,1,-5.175,1,0.0422,0.0236,1.37e-05,0.209,0.657,90.004,191947,4,alternative pop rock;modern alternative rock;modern rock,2
3kgt8Ys78I6GBZlQrWqZiA,Miksu / Macloud,Nachts wach,Nachts wach,2022,67,1,0.719,0.685,6,-7.083,0,0.257,0.569,0.0,0.263,0.632,136.172,178973,4,german hip hop,2
4e1U6KRJGed8gh3uRbAv3P,AriBeatz,"MIRAGE (feat. Ozuna, GIMS & Sfera Ebbasta)","MIRAGE (feat. Ozuna, Sfera Ebbasta & GIMS)",2023,64,1,0.704,0.627,7,-7.165,1,0.356,0.0276,0.0,0.0865,0.402,172.05,206055,4,,2
6sX8CkFopBSOHX7PFS4VpI,Goldband,You & Me,You & Me,2024,50,0,0.568,0.873,2,-6.048,1,0.0349,0.000704,0.0385,0.0457,0.251,143.985,282906,4,dutch pop;dutch rock;lustrum;piratenmuziek,2
4sJ1TnmqyqguvzLxbzi3Nq,Nothing But Thieves,Members Only,Dead Club City,2023,49,0,0.422,0.804,11,-5.205,1,0.0669,0.000116,0.0593,0.313,0.426,171.074,169133,4,alternative pop rock;modern alternative rock;modern rock,2
4ZEvO7TZQTbUGJzqjcPFDD,Nothing But Thieves,Impossible,Moral Panic,2020,56,1,0.51,0.52,5,-7.022,1,0.03,0.0435,6.76e-05,0.0971,0.132,82.99,248399,4,alternative pop rock;modern alternative rock;modern rock,2
5cIWkWH6xVdEllQ9ksuu2E,Two Door Cinema Club,Sun,Beacon,2012,61,0,0.647,0.533,4,-5.464,0,0.0281,0.0112,0.000277,0.106,0.639,96.981,187720,4,indie rock;indietronica;irish rock;modern alternative rock;modern rock;northern irish indie,2
3zEN0ii6s4DHHBpnTp3RP7,Empire Of The Sun,We Are The People,Walking On A Dream (10th Anniversary Edition),2008,77,0,0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,4,australian dance;australian electropop;dance rock;indietronica;neo-synthpop,2
4NgherJDfCXWBZBYheM4jK,KXLLSWXTCH,WASTE,DISORDER,2021,77,0,0.627,0.123,7,-14.411,1,0.0316,0.859,0.00105,0.149,0.11,131.883,120429,4,dark trap;oc rap;scream rap,2
6pnD89Q888HUHhcwQUTky8,Foreign Air,Free Animal,For the Light,2016,62,0,0.577,0.583,5,-7.257,0,0.0433,0.0904,0.0,0.0937,0.406,80.002,180213,4,charlotte nc indie;indie poptimism;modern alternative rock,2
75yY1Ghs6E32WC4kSikXRJ,Nothing But Thieves,Is Everybody Going Crazy?,Moral Panic,2020,57,0,0.621,0.666,6,-7.078,1,0.0541,0.000465,0.0839,0.0779,0.572,123.969,237645,4,alternative pop rock;modern alternative rock;modern rock,2
7x8dCjCr0x6x2lXKujYD34,Foo Fighters,The Pretender,"Echoes, Silence, Patience & Grace",2007,78,0,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4,alternative metal;alternative rock;modern rock;permanent wave;post-grunge;rock,2
2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Everybody Talks,Picture Show,2012,78,1,0.471,0.924,8,-3.906,1,0.0584,0.00301,0.0,0.313,0.716,154.962,177280,4,modern rock;neo mellow;pop rock;pov: indie,2
0l4DTppOxy7NUaEcwXuOb6,Neon Trees,Animal,Habits (Spotify),2010,63,0,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,212307,4,modern rock;neo mellow;pop rock;pov: indie,2
0ILT475efW2vVY5pxvCj0m,Tigercub,Control,Abstract Figures in the Dark,2016,36,0,0.44,0.905,8,-6.308,1,0.0477,0.000348,0.00182,0.104,0.568,83.978,246006,4,brighton indie;modern alternative rock,2
6OPZtIV3uoZQT1YkoiEQH9,Jason Derulo,The Other Side,Tattoos,2013,59,0,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,226987,4,dance pop;pop,2
2ogKhhoMClkFXek7ZgxAhN,Camila Cabello,Shameless,Romance,2019,82,0,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,219742,4,dance pop;pop,2
1MVqeIAwhD4T44AKVkIfic,Fred again..,leavemealone,leavemealone,2023,71,1,0.68,0.881,0,-4.503,1,0.0553,0.00499,0.0253,0.574,0.105,174.062,222784,4,edm;house;stutter house,2
3PUnku87booODLtX6VVHwN,Nothing But Thieves,Soda,Broken Machine (Deluxe),2017,54,0,0.501,0.506,2,-7.24,0,0.0281,0.164,0.000155,0.143,0.144,74.924,236307,4,alternative pop rock;modern alternative rock;modern rock,2
3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),2002,85,0,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4,alternative rock;funk metal;funk rock;permanent wave;rock,2
3O2pB9JHreUZ9F83qSNmu8,Nothing But Thieves,If I Get High,Nothing But Thieves (Deluxe),2015,51,0,0.441,0.57,4,-5.584,1,0.032,0.0104,0.0146,0.123,0.117,139.876,206560,4,alternative pop rock;modern alternative rock;modern rock,2
0KzAbK6nItSqNh8q70tb0K,Pixies,Where Is My Mind?,Death to the Pixies,1997,73,0,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,229227,4,alternative rock;boston rock;permanent wave;rock,2
5pjp1jN7hitQTuSlT2jOep,Mia Nicolai,Burning Daylight,Burning Daylight,2023,41,0,0.511,0.425,3,-8.68,1,0.0331,0.598,0.0,0.106,0.269,74.974,184000,4,,2
4KIsxUAKHmbnrNqraNs6Yb,Big2,Ça Va,Ça Va,2024,65,1,0.932,0.721,1,-4.347,1,0.0901,0.0731,0.0,0.0323,0.802,105.035,130571,4,dutch hip hop,2
3dj4wgM3cPeuLwMNHDuBon,Teddy Swims,The Door,I've Tried Everything But Therapy (Part 1),2023,87,0,0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,212649,4,,2
3s2UJl9ncmoaQYvMQHBE39,Nothing But Thieves,Futureproof,Moral Panic (The Complete Edition),2021,51,0,0.337,0.905,11,-5.211,0,0.168,0.000823,0.000475,0.192,0.37,171.455,207769,4,alternative pop rock;modern alternative rock;modern rock,2
5D34wRmbFS29AjtTOP2QJe,Ariana Grande,"yes, and?",eternal sunshine,2024,78,1,0.787,0.775,1,-6.614,1,0.0548,0.19,6.54e-05,0.113,0.787,118.998,214994,4,pop,2
25HgUJf69zb3K7TJw7LGCQ,Royel Otis,Sofa King,Sofa Kings,2023,69,1,0.565,0.898,0,-5.055,1,0.0412,0.00491,0.00296,0.254,0.864,97.021,196317,4,australian indie rock,2
0pdKRp2sUthTPe7RLWpPqQ,flora cash,You're Somebody Else,You're Somebody Else,2018,68,0,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,218883,4,indie pop;scandipop;swedish indie folk,2
5iH8UrvxTButDRaWECLDol,FLEMMING,Champions League,Champions League,2023,59,0,0.677,0.764,7,-6.284,1,0.209,0.27,0.0,0.224,0.631,90.116,142002,4,,2
25GoSSjvy3u0EspPQ0vzeG,Groove Crackers,Tell Me Why,Tell Me Why,2023,51,0,0.574,0.943,11,-6.258,0,0.0348,0.00444,0.808,0.283,0.304,150.02,124000,4,covertronica,2
0BPKqNWOKQam19tKWoZQwu,Foals,Birch Tree,What Went Down,2015,55,0,0.659,0.792,6,-7.101,0,0.0301,0.0186,0.0407,0.102,0.467,108.011,261133,4,alternative dance;garage rock;indie rock;indietronica;modern alternative rock;modern rock;neo-synthpop;oxford indie;shimmer pop,2
3yazrB5APUb26Mdwrri8t7,Fred again..,Baby again..,USB,2022,65,0,0.847,0.724,2,-7.668,1,0.047,0.00355,0.00339,0.0731,0.326,126.983,319964,4,edm;house;stutter house,2
7jley98gCQFueQ5MCaFWIb,Blue,All Rise,All Rise,2001,64,0,0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,223547,4,boy band,2
2EgnCPvbhL5suzKQIUoULA,Marco Borsato,Een Moment,Een Moment,2021,37,0,0.438,0.645,9,-6.597,1,0.0289,0.342,2.15e-05,0.132,0.394,149.782,275676,4,dutch cabaret;dutch pop;dutch rock,2
1wADwLSkYhrSmy4vdy6BRn,Omah Lay,soso,Boy Alone,2022,77,0,0.711,0.725,3,-8.315,0,0.0941,0.424,0.129,0.11,0.53,105.016,183057,4,afrobeats,2
561pBFcFL2Pwb9HPO9tU8J,Fred again..,places to be,places to be,2024,77,1,0.548,0.878,10,-5.154,1,0.0598,0.0253,0.000934,0.0909,0.826,174.043,226677,4,edm;house;stutter house,2
3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,Alone At Prom,2021,84,0,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,226467,4,canadian hip hop;canadian trap;melodic rap;pop rap;r&b;rap;trap,2
1uqU0nq6DCbJMktSlUvQV8,Nothing But Thieves,Trip Switch,Nothing But Thieves (Deluxe),2015,54,0,0.615,0.798,10,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,181133,4,alternative pop rock;modern alternative rock;modern rock,2
6dJqGZfCEPfxojPYMGvmoc,Fred again..,Turn On The Lights again.. (feat. Future),USB,2022,68,0,0.683,0.887,6,-4.944,0,0.0497,0.0125,0.446,0.318,0.552,132.007,267947,4,edm;house;stutter house,2
2toVe5hfuIi97ytDPDbQFt,Tyga,Taste (feat. Offset),Legendary,2019,74,1,0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001,229210,4,hip hop;pop rap;rap;southern hip hop;trap,2
5fIZ683j2xPeLAXfHeWKEG,Indila,Dernière danse - Techno Mix,Dernière danse (Techno Mix),2024,75,0,0.589,0.734,0,-5.365,0,0.077,0.0289,0.000299,0.326,0.356,140.004,197143,4,french pop,2
29e0Ua6WaDabP2zpGu8YIv,Fred again..,Jungle,USB,2022,69,1,0.665,0.727,1,-8.073,0,0.0391,0.00984,0.394,0.172,0.397,133.922,198806,4,edm;house;stutter house,2
4S1VYqwfkLit9mKVY3MXoo,Alphaville,Forever Young,Forever Young,1984,87,0,0.489,0.482,9,-9.466,0,0.0275,0.417,0.00227,0.235,0.33,136.803,226706,4,new romantic;new wave pop;synthpop,2
7ABMV7gt2YIQGBjkQ3IqZz,Russo,Onder Invloed,Onder Invloed,2024,60,0,0.731,0.647,9,-7.156,1,0.0364,0.148,0.0,0.193,0.57,120.107,164500,4,lustrum,2
5w9upngVRHNjdZcRC7Xxr2,Fred again..,Delilah (pull me out of this),Actual Life 3 (January 1 - September 9 2022),2022,74,0,0.685,0.827,10,-7.745,1,0.224,0.138,0.00207,0.374,0.586,133.93,250702,4,edm;house;stutter house,2
7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Beauty Behind The Madness,2015,85,1,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4,canadian contemporary r&b;canadian pop;pop,2
1oH6oeK8iKeRL9VTQY5w2r,Tobiahs,Lifetime,Lifetime,2024,69,0,0.818,0.629,10,-9.79,0,0.096,0.139,0.777,0.0877,0.0781,135.135,158823,4,aussietronica;stutter house,2
4JHg4nNYUJQ5HULcCmI18R,Two Door Cinema Club,What You Know,Tourist History,2010,75,0,0.549,0.758,6,-3.991,0,0.0406,0.000673,6.79e-06,0.0926,0.822,139.052,189693,4,indie rock;indietronica;irish rock;modern alternative rock;modern rock;northern irish indie,2
4whbY04VBh05m7vktoNbRz,Corella,Let On,Let On,2019,52,0,0.455,0.945,6,-5.357,0,0.0704,5.51e-05,0.0,0.122,0.641,155.992,147360,4,english indie rock;manchester indie,2
5JEzgajKcC4eIQfRu3cZk7,Loreen,Is It Love,Is It Love,2023,69,0,0.43,0.788,6,-5.615,0,0.0684,0.119,0.0,0.11,0.33,120.275,143669,4,europop,2
14Z6bWa5MGCXoRm8JCBxCs,Corella,Do You Want It?,Do You Want It?,2022,42,0,0.221,0.851,6,-4.618,0,0.0458,9.45e-06,0.0435,0.216,0.194,174.071,190915,4,english indie rock;manchester indie,2
454I78HEySdcHE8fcVabTb,Nothing But Thieves,Amsterdam,Broken Machine (Deluxe),2017,65,0,0.511,0.934,3,-4.561,1,0.242,0.00403,3.48e-05,0.242,0.668,168.062,272240,4,alternative pop rock;modern alternative rock;modern rock,2
48vIfHaK7by6x0T6ucpODL,Madison Beer,Make You Mine,Make You Mine,2024,80,0,0.533,0.642,6,-6.315,0,0.0403,0.221,0.00697,0.238,0.488,123.128,221709,4,pop,2
5ZUIPLoTLJZrPQh2kFZEUM,Zerb,Addicted,Addicted,2024,84,1,0.771,0.741,5,-7.132,0,0.0374,0.0245,0.000163,0.111,0.19,120.064,152250,4,pop dance,2
6DFHSmlrZLDZnXV5kTTMF6,Sharam,"PATT (Party All The Time) - Adam Beyer, Layton Giordani & Green Velvet Remix","PATT (Party All The Time) [Adam Beyer, Layton Giordani & Green Velvet Remix]",2024,61,0,0.645,0.847,11,-4.169,1,0.0334,0.000566,0.00619,0.105,0.34,133.062,183158,4,tribal house,2
1W2TYUenzUdOOuATtQIWS2,Nothing But Thieves,Particles,Broken Machine (Deluxe),2017,54,0,0.522,0.559,11,-5.151,0,0.0406,0.0021,1.11e-06,0.219,0.197,153.806,235880,4,alternative pop rock;modern alternative rock;modern rock,2
2tilX6FUl0IwFgiOYjuc6V,Armin van Buuren,Unlove You,Unlove You,2019,28,0,0.678,0.928,3,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,150160,4,dutch house;dutch trance;edm;pop dance;progressive house;trance,2
73FM54gxQEfzccxKKFE2iW,Corella,Bloom,Bloom,2019,55,0,0.488,0.889,5,-4.998,0,0.0413,0.00555,1.67e-05,0.833,0.661,156.035,153823,4,english indie rock;manchester indie,2
0vrKBjEBQAVn3sdhIXmpHE,Yves Berendse,Terug In De Tijd,Terug In De Tijd,2023,74,0,0.65,0.767,8,-7.688,1,0.0458,0.108,0.0,0.0879,0.536,122.749,187357,4,kermis,2
1BJJbSX6muJVF2AK7uH1x4,Adam Port,Move,Move,2024,91,0,0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,177599,4,melodic house,2
